BR 11 2013 002091 1 A2|2521|30/04/2019|8.11||Em virtude do arquivamento publicado na RPI 2506 de 15-01-2019 e considerando ausência de manifestação dentro dos prazos legais, informo que cabe ser mantido o arquivamento do pedido de patente, conforme o disposto no artigo 12, da resolução 113/2013.
BR 11 2013 002091 1 A2|2506|15/01/2019|8.6||Referente à 7ª anuidade.
BR 11 2013 002091 1 A2|2505|08/01/2019|1.3||
BR 11 2013 002091 1 A2|2489|18/09/2018|1.1||
BR 11 2013 002091 1 A2|2488|11/09/2018|15.12||Pedido renumerado de BR102013002091-5 para BR112013002091-1.
